run_dir,model,MAE,RMSE,sMAPE(%),MAPE(%),PERSIST_MAE,PERSIST_RMSE,SEASON_MAE,SEASON_RMSE
results\runs\run_seq2seq_20260331_112551,seq2seq,0.335218608379364,0.40533846616744995,57.444210052490234,79.79236602783203,1.0987859964370728,1.353776216506958,0.2653834819793701,0.3424036502838135
results\runs\run_patchtst_20260331_111935,patchtst,0.35393813252449036,0.4266720414161682,60.40219497680664,100.43567657470703,1.0987859964370728,1.353776216506958,0.2653834819793701,0.3424036502838135
results\runs\run_patchtst_20260331_112216,patchtst,0.35393813252449036,0.4266720414161682,60.40219497680664,100.43567657470703,1.0987859964370728,1.353776216506958,0.2653834819793701,0.3424036502838135
results\runs\run_tcn_20260331_112451,tcn,0.3654215931892395,0.4264228045940399,56.168949127197266,96.01454162597656,1.0987859964370728,1.353776216506958,0.2653834819793701,0.3424036502838135
results\runs\run_cnn_20260331_112403,cnn,0.6760181188583374,0.8149996399879456,97.8644027709961,171.8541717529297,1.0987859964370728,1.353776216506958,0.2653834819793701,0.3424036502838135
results\runs\run_patchtst_20260331_112129,patchtst,0.9399538636207581,1.1517335176467896,134.2205352783203,638.5316772460938,1.1114658117294312,1.3675494194030762,0.2737308740615845,0.337304025888443
